Age,Gender,Day_of_Week,Session_Type,Tattoo_Size,Tattoo_Style,Artist_Name
48,Female,Monday,Walk-in,Large,Minimalist,Artist A
50,Female,Tuesday,Walk-in,Small,Realism,Artist D
42,Female,Saturday,Pre-booked,Medium,Script,Artist C
23,Female,Friday,Pre-booked,Medium,Custom,Artist C
35,Female,Thursday,Walk-in,Medium,Custom,Artist A
38,Male,Friday,Pre-booked,Medium,Minimalist,Artist D
45,Male,Friday,Pre-booked,Large,Custom,Artist E
46,Male,Sunday,Walk-in,Medium,Minimalist,Artist B
52,Male,Friday,Walk-in,Sleeve/Back,Minimalist,Artist E
46,Female,Saturday,Walk-in,Small,Minimalist,Artist E
54,Male,Wednesday,Walk-in,Small,Script,Artist A
58,Female,Tuesday,Walk-in,Large,Custom,Artist A
45,Male,Tuesday,Walk-in,Small,Realism,Artist D
33,Male,Thursday,Pre-booked,Sleeve/Back,Minimalist,Artist D
38,Female,Sunday,Pre-booked,Large,Minimalist,Artist C
36,Male,Friday,Walk-in,Large,Custom,Artist E
18,Male,Friday,Pre-booked,Small,Minimalist,Artist C
46,Male,Thursday,Walk-in,Medium,Custom,Artist B
43,Male,Sunday,Pre-booked,Small,Minimalist,Artist B
29,Male,Wednesday,Pre-booked,Sleeve/Back,Custom,Artist C
54,Female,Sunday,Pre-booked,Sleeve/Back,Realism,Artist C
25,Female,Thursday,Pre-booked,Sleeve/Back,Realism,Artist D
49,Female,Wednesday,Pre-booked,Small,Realism,Artist C
37,Male,Saturday,Walk-in,Sleeve/Back,Script,Artist E
46,Male,Monday,Pre-booked,Medium,Script,Artist E
33,Female,Tuesday,Pre-booked,Sleeve/Back,Script,Artist A
26,Female,Wednesday,Pre-booked,Large,Realism,Artist D
22,Female,Saturday,Walk-in,Small,Script,Artist C
49,Male,Friday,Walk-in,Medium,Minimalist,Artist C
41,Male,Tuesday,Pre-booked,Medium,Custom,Artist B
53,Male,Thursday,Pre-booked,Sleeve/Back,Script,Artist D
22,Female,Sunday,Walk-in,Sleeve/Back,Minimalist,Artist C
23,Female,Tuesday,Pre-booked,Sleeve/Back,Realism,Artist D
41,Female,Monday,Walk-in,Small,Minimalist,Artist C
50,Male,Thursday,Walk-in,Large,Realism,Artist D
40,Female,Thursday,Walk-in,Small,Realism,Artist C
46,Male,Friday,Pre-booked,Small,Script,Artist B
26,Male,Wednesday,Walk-in,Large,Realism,Artist B
43,Male,Friday,Pre-booked,Large,Realism,Artist D
31,Male,Saturday,Walk-in,Sleeve/Back,Realism,Artist D
20,Female,Thursday,Pre-booked,Sleeve/Back,Realism,Artist A
40,Female,Wednesday,Walk-in,Small,Realism,Artist D
39,Male,Wednesday,Walk-in,Medium,Minimalist,Artist A
59,Male,Thursday,Pre-booked,Medium,Script,Artist A
49,Male,Saturday,Pre-booked,Small,Minimalist,Artist D
59,Male,Wednesday,Walk-in,Small,Script,Artist D
56,Female,Saturday,Walk-in,Small,Realism,Artist E
36,Male,Wednesday,Walk-in,Medium,Custom,Artist C
31,Female,Wednesday,Pre-booked,Sleeve/Back,Script,Artist B
20,Male,Friday,Walk-in,Small,Minimalist,Artist B
54,Male,Friday,Pre-booked,Large,Realism,Artist B
44,Male,Monday,Pre-booked,Small,Realism,Artist B
46,Female,Wednesday,Pre-booked,Large,Realism,Artist D
47,Female,Wednesday,Walk-in,Small,Realism,Artist E
32,Male,Thursday,Walk-in,Large,Custom,Artist E
58,Male,Tuesday,Pre-booked,Small,Custom,Artist D
51,Female,Tuesday,Pre-booked,Medium,Minimalist,Artist E
45,Male,Wednesday,Pre-booked,Medium,Realism,Artist A
56,Male,Saturday,Walk-in,Medium,Realism,Artist A
28,Female,Wednesday,Walk-in,Sleeve/Back,Script,Artist C
32,Female,Thursday,Walk-in,Large,Custom,Artist B
28,Female,Sunday,Walk-in,Large,Custom,Artist E
52,Male,Sunday,Walk-in,Small,Script,Artist B
37,Female,Thursday,Walk-in,Small,Realism,Artist E
25,Male,Tuesday,Walk-in,Small,Minimalist,Artist C
36,Male,Friday,Pre-booked,Large,Realism,Artist B
40,Male,Tuesday,Walk-in,Large,Script,Artist A
33,Female,Friday,Pre-booked,Medium,Minimalist,Artist C
34,Female,Friday,Pre-booked,Small,Realism,Artist A
18,Male,Sunday,Walk-in,Small,Custom,Artist B
47,Female,Monday,Pre-booked,Small,Script,Artist D
45,Female,Wednesday,Walk-in,Small,Custom,Artist C
52,Male,Monday,Walk-in,Sleeve/Back,Minimalist,Artist A
39,Female,Friday,Pre-booked,Small,Script,Artist C
43,Male,Saturday,Pre-booked,Sleeve/Back,Custom,Artist A
21,Male,Saturday,Walk-in,Large,Minimalist,Artist A
58,Female,Tuesday,Walk-in,Small,Minimalist,Artist C
49,Female,Sunday,Pre-booked,Medium,Minimalist,Artist C
31,Male,Sunday,Pre-booked,Sleeve/Back,Script,Artist A
42,Female,Monday,Walk-in,Medium,Custom,Artist C
41,Female,Monday,Pre-booked,Large,Script,Artist B
30,Female,Sunday,Walk-in,Small,Script,Artist D
34,Male,Wednesday,Walk-in,Sleeve/Back,Realism,Artist A
22,Female,Thursday,Walk-in,Medium,Minimalist,Artist B
23,Male,Saturday,Pre-booked,Medium,Minimalist,Artist A
42,Female,Thursday,Pre-booked,Sleeve/Back,Minimalist,Artist A
56,Female,Tuesday,Pre-booked,Medium,Minimalist,Artist B
59,Male,Sunday,Walk-in,Sleeve/Back,Script,Artist B
31,Male,Friday,Walk-in,Small,Script,Artist B
38,Female,Friday,Walk-in,Sleeve/Back,Realism,Artist C
42,Male,Sunday,Pre-booked,Large,Realism,Artist E
40,Female,Tuesday,Walk-in,Sleeve/Back,Realism,Artist E
51,Male,Monday,Walk-in,Medium,Custom,Artist C
46,Female,Monday,Pre-booked,Small,Script,Artist E
45,Male,Friday,Pre-booked,Large,Custom,Artist E
39,Female,Friday,Walk-in,Sleeve/Back,Script,Artist D
44,Male,Sunday,Walk-in,Large,Minimalist,Artist B
21,Female,Sunday,Pre-booked,Medium,Minimalist,Artist A
52,Male,Friday,Pre-booked,Medium,Custom,Artist D
35,Female,Friday,Walk-in,Small,Realism,Artist D
42,Male,Saturday,Pre-booked,Sleeve/Back,Minimalist,Artist D
32,Female,Friday,Walk-in,Medium,Script,Artist A
34,Female,Monday,Walk-in,Small,Script,Artist E
32,Male,Monday,Walk-in,Sleeve/Back,Script,Artist B
29,Male,Thursday,Pre-booked,Small,Minimalist,Artist B
25,Female,Saturday,Walk-in,Sleeve/Back,Custom,Artist C
47,Male,Monday,Pre-booked,Small,Script,Artist D
19,Male,Monday,Pre-booked,Sleeve/Back,Minimalist,Artist C
58,Female,Thursday,Pre-booked,Sleeve/Back,Script,Artist B
19,Male,Friday,Walk-in,Sleeve/Back,Minimalist,Artist A
29,Male,Tuesday,Walk-in,Sleeve/Back,Script,Artist B
31,Female,Saturday,Pre-booked,Large,Custom,Artist A
38,Female,Monday,Walk-in,Sleeve/Back,Custom,Artist C
56,Female,Monday,Pre-booked,Large,Custom,Artist A
59,Female,Sunday,Pre-booked,Large,Custom,Artist E
57,Male,Thursday,Pre-booked,Sleeve/Back,Minimalist,Artist B
53,Male,Monday,Pre-booked,Large,Custom,Artist C
27,Male,Tuesday,Pre-booked,Medium,Realism,Artist C
57,Male,Friday,Pre-booked,Large,Realism,Artist B
30,Female,Tuesday,Walk-in,Medium,Custom,Artist B
53,Male,Wednesday,Walk-in,Sleeve/Back,Realism,Artist B
29,Female,Tuesday,Pre-booked,Large,Script,Artist D
52,Male,Saturday,Walk-in,Sleeve/Back,Custom,Artist E
32,Female,Saturday,Walk-in,Large,Script,Artist A
38,Male,Saturday,Pre-booked,Sleeve/Back,Realism,Artist B
43,Male,Friday,Walk-in,Small,Realism,Artist C
54,Female,Tuesday,Walk-in,Medium,Realism,Artist B
26,Male,Thursday,Walk-in,Medium,Custom,Artist B
35,Male,Tuesday,Walk-in,Small,Script,Artist D
21,Male,Wednesday,Walk-in,Large,Minimalist,Artist B
50,Female,Wednesday,Pre-booked,Medium,Custom,Artist A
39,Female,Saturday,Pre-booked,Medium,Script,Artist E
26,Male,Friday,Pre-booked,Medium,Script,Artist E
57,Female,Monday,Walk-in,Medium,Custom,Artist B
40,Female,Tuesday,Pre-booked,Small,Realism,Artist E
34,Male,Tuesday,Pre-booked,Small,Script,Artist C
27,Male,Tuesday,Pre-booked,Small,Custom,Artist E
24,Female,Thursday,Walk-in,Sleeve/Back,Minimalist,Artist A
39,Female,Sunday,Walk-in,Medium,Custom,Artist D
52,Male,Sunday,Walk-in,Medium,Custom,Artist C
19,Female,Sunday,Pre-booked,Small,Script,Artist C
58,Male,Monday,Pre-booked,Medium,Realism,Artist D
51,Female,Monday,Walk-in,Large,Custom,Artist B
26,Female,Saturday,Walk-in,Small,Minimalist,Artist A
46,Female,Monday,Walk-in,Large,Minimalist,Artist B
22,Female,Tuesday,Pre-booked,Sleeve/Back,Realism,Artist C
24,Female,Thursday,Pre-booked,Medium,Custom,Artist C
45,Female,Thursday,Walk-in,Small,Custom,Artist A
25,Male,Friday,Pre-booked,Small,Realism,Artist A
26,Male,Tuesday,Pre-booked,Small,Realism,Artist A
48,Male,Sunday,Pre-booked,Small,Custom,Artist D
28,Male,Monday,Pre-booked,Small,Script,Artist D
38,Female,Wednesday,Pre-booked,Large,Realism,Artist D
53,Male,Sunday,Walk-in,Small,Custom,Artist C
52,Female,Thursday,Pre-booked,Large,Realism,Artist E
54,Male,Wednesday,Walk-in,Small,Script,Artist C
56,Female,Friday,Walk-in,Medium,Custom,Artist E
52,Female,Sunday,Walk-in,Large,Script,Artist A
42,Male,Friday,Pre-booked,Small,Realism,Artist A
43,Male,Saturday,Pre-booked,Large,Custom,Artist D
39,Male,Tuesday,Walk-in,Large,Custom,Artist A
38,Female,Thursday,Walk-in,Medium,Realism,Artist E
48,Female,Friday,Walk-in,Small,Minimalist,Artist B
50,Male,Thursday,Walk-in,Medium,Realism,Artist A
57,Male,Wednesday,Pre-booked,Sleeve/Back,Script,Artist E
29,Female,Sunday,Pre-booked,Small,Minimalist,Artist D
41,Female,Sunday,Pre-booked,Sleeve/Back,Script,Artist C
44,Female,Monday,Walk-in,Large,Realism,Artist B
